sentence1	sentence2	similarity	partition	pair_id	sentence1_id	sentence2_id	similarity_scaled	language	length1	length2	ner_s1	ner_s2	ner_s1_tokens	ner_s2_tokens	dep_labels_s1	dep_labels_s2	size_proportion	size_mean	voc_inter	bigram_inter	ner_inter	sim_sint	sim_sint_root	dep_labels_inter	dep_labels_inter_dup	topic_s1	topic_s2	same_topic	pred_paraphrase-multilingual-mpnet-base-v2	pred_paraphrase-multilingual-MiniLM-L12-v2	pred_distiluse-base-multilingual-cased-v1	pred_distiluse-base-multilingual-cased-v2	pred_all-mpnet-base-v2
O PP de Mariano Rajoy ganhou as eleições espanholas a 20 de dezembro.	Mariano Rajoy não aceitou a indigitação do Rei de Espanha.	1.0	test	9674	9651	19575	0.0	ptpt-test	14	11	['PP', 'Mariano Rajoy']	['Mariano Rajoy', 'Rei', 'Espanha']	['PP', 'Mariano', 'Rajoy']	['Mariano', 'Rajoy', 'Rei', 'Espanha']	['None', 'det', 'nsubj', 'case', 'nmod', 'flat:name', 'ROOT', 'det', 'obj', 'amod', 'case', 'obl', 'case', 'nmod:tmod', 'None']	['None', 'nsubj', 'flat:name', 'advmod', 'ROOT', 'det', 'obj', 'case', 'nmod', 'case', 'nmod', 'None']	0.7857	12.5	0.2222	0.05	0.4	0.4	0.8	0.636	0.696	política	notícia_mundial	0	3.167575597763061	2.878091096878052	3.073111057281494	3.228148937225342	3.980149745941162
O clube anunciaria mais tarde que o médio português tem uma fractura da tíbia direita.	Mais tarde viria a saber-se que o jogador sofreu uma fractura da tíbia direita.	4.0	test	9675	9652	19576	0.75	ptpt-test	16	15	[]	[]	[]	[]	['None', 'det', 'nsubj', 'ROOT', 'advmod', 'advmod', 'mark', 'det', 'nsubj', 'amod', 'ccomp', 'det', 'obj', 'case', 'nmod', 'amod', 'None']	['None', 'advmod', 'advmod', 'aux', 'obl', 'ROOT', 'mark', 'det', 'nsubj', 'ccomp', 'det', 'obj', 'case', 'nmod', 'amod', 'None']	0.9375	15.5	0.4737	0.2857	0.0	0.785	0.571	0.833	0.828	futebol_esporte	futebol_esporte	1	3.477293014526367	2.8787310123443604	3.511033058166504	3.022845268249512	3.9051554203033447
A Playboy deixará de publicar, pelo menos na versão americana, fotos de mulheres peladas.	A Playboy vai deixar de publicar fotografias de mulheres em nu integral.	4.0	test	9676	9653	19577	0.75	ptpt-test	17	13	['Playboy']	['Playboy']	['Playboy']	['Playboy']	['None', 'det', 'nsubj', 'aux', 'obl', 'ROOT', 'punct', 'case', 'advmod', 'obl', 'flat:name', 'amod', 'punct', 'conj', 'case', 'nmod', 'acl', 'None']	['None', 'det', 'nsubj', 'aux', 'aux', 'obl', 'ROOT', 'obj', 'case', 'nmod', 'case', 'obl', 'amod', 'None']	0.7647	15.0	0.2	0.0909	1.0	0.909	0.727	0.571	0.714	entretenimento	entretenimento	1	4.841249227523804	4.818477630615234	4.244001388549805	4.219910621643066	4.161942720413208
Foi nessa altura que os ocupantes do veículo ligeiro abandonaram a viatura no local, colocando-se em fuga.	Acredita-se que no veículo ligeiro estavam dois ocupantes que fugiram do local no momento do acidente.	3.0	test	9677	9654	19578	0.5	ptpt-test	19	17	[]	[]	[]	[]	['None', 'mark', 'case', 'det', 'obl', 'mark', 'det', 'nsubj', 'acl', 'obj', 'flat:name', 'ROOT', 'det', 'obj', 'case', 'obl', 'punct', 'ROOT', 'case', 'obl', 'None']	['None', 'ROOT', 'mark', 'nsubj', 'flat:name', 'flat:name', 'ccomp', 'nummod', 'obj', 'nsubj', 'acl:relcl', 'xcomp', 'obj', 'case', 'ROOT', 'case', 'nmod', 'None']	0.8947	18.0	0.25	0.0333	0.0	0.0	0.0	0.4	0.514	notícia_outras	notícia_outras	1	4.310864210128784	4.044593334197998	3.611462116241455	3.4969851970672607	3.9642529487609854
Muitos são refugiados menores que chegaram ao país sozinhos e sem qualquer tipo de apoio.	Este centro de refugiados é um dos que recebe apenas menores de idade que chegaram sozinhos e sem família.	2.75	test	9678	9655	19579	0.4375	ptpt-test	16	20	[]	[]	[]	[]	['None', 'nsubj:pass', 'aux:pass', 'ROOT', 'amod', 'nsubj', 'acl:relcl', 'case', 'det', 'obl', 'amod', 'cc', 'case', 'det', 'conj', 'case', 'nmod', 'None']	['None', 'det', 'nsubj', 'case', 'nmod', 'cop', 'det', 'ROOT', 'nsubj', 'acl:relcl', 'advmod', 'obj', 'case', 'nmod', 'nsubj', 'acl:relcl', 'obj', 'cc', 'case', 'conj', 'None']	0.8	18.0	0.3333	0.1034	0.0	0.0	0.0	0.533	0.629	notícia_mundial	notícia_mundial	1	4.199103832244873	4.149616241455078	3.4689345359802246	3.375357151031494	4.145782947540283
Falta profundidade a Star Wars Battlefront, algo que a própria EA reconheceu.	A Electronic Arts admitiu que existe uma falta de profundidade em Star Wars Battlefront.	5.0	test	9679	9656	19580	1.0	ptpt-test	14	15	['Star Wars Battlefront', 'EA']	['Electronic Arts', 'Star Wars Battlefront']	['Star', 'Wars', 'Battlefront', 'EA']	['Electronic', 'Arts', 'Star', 'Wars', 'Battlefront']	['None', 'ROOT', 'nsubj', 'mark', 'flat:name', 'flat:name', 'flat:name', 'punct', 'appos', 'obj', 'det', 'det', 'nsubj', 'acl:relcl', 'None']	['None', 'det', 'nsubj', 'flat:name', 'ROOT', 'mark', 'ccomp', 'det', 'obj', 'case', 'nmod', 'case', 'nmod', 'flat:name', 'flat:name', 'None']	0.9333	14.5	0.3158	0.0435	0.5	0.4	0.4	0.5	0.667	entretenimento	entretenimento	1	4.638776063919067	4.580510854721069	3.989299774169922	3.9608054161071777	4.374489784240723
O Papa Francisco e o patriarca Kirill de Moscovo vão encontrar-se em Cuba, no dia 12 de Fevereiro.	Trata-se da primeira vez que um Papa e um patriarca de Moscovo se encontram oficialmente.	2.75	test	9680	9657	19581	0.4375	ptpt-test	20	16	['Papa Francisco', 'Kirill', 'Moscovo', 'Cuba', 'Fevereiro']	['Papa', 'Moscovo']	['Papa', 'Francisco', 'Kirill', 'Moscovo', 'Cuba', 'Fevereiro']	['Papa', 'Moscovo']	['None', 'det', 'nsubj', 'flat:name', 'cc', 'det', 'conj', 'appos', 'case', 'nmod', 'aux', 'ROOT', 'case', 'obl', 'punct', 'case', 'obl', 'nummod', 'case', 'nmod:tmod', 'None']	['None', 'ROOT', 'flat:name', 'case', 'fixed', 'obj', 'det', 'nsubj', 'cc', 'det', 'conj', 'case', 'nmod', 'expl', 'acl:relcl', 'advmod', 'None']	0.8	18.0	0.2	0.0333	0.33	0.0	0.0	0.421	0.588	notícia_mundial	notícia_mundial	1	3.704665184020996	3.6807847023010254	2.6708308458328247	2.773309350013733	3.783183097839356
O lateral-esquerdo Coentrão lesionou-se frente ao Nice, no sábado, tendo sido substituído de imediato.	Coentrão lesionou-se na vitória sobre o Nice, no sábado.	4.0	test	9681	9658	19582	0.75	ptpt-test	17	11	['Coentrão', 'Nice']	['Coentrão', 'Nice']	['Coentrão', 'Nice']	['Coentrão', 'Nice']	['None', 'det', 'nsubj', 'appos', 'ROOT', 'advmod', 'case', 'det', 'obl', 'punct', 'case', 'obl', 'punct', 'aux', 'aux:pass', 'advcl', 'case', 'obl', 'None']	['None', 'nsubj', 'flat:name', 'flat:name', 'flat:name', 'case', 'det', 'nmod', 'punct', 'case', 'ROOT', 'None']	0.6471	14.0	0.2778	0.1053	1.0	0.148	0.444	0.385	0.444	futebol_esporte	futebol_esporte	1	4.260502576828003	3.589859962463379	3.494356155395508	3.4858555793762207	3.602733612060547
O cantor, diagnosticado com Parkinson desde 1992, deixara as digressões devido à agressividade da doença.	A doença de Parkinson afastou-o da vida pública em 1998, ano em que lhe foi diagnosticada a doença.	2.75	test	9682	9659	19583	0.4375	ptpt-test	18	20	['Parkinson']	['Parkinson']	['Parkinson']	['Parkinson']	['None', 'det', 'nsubj', 'punct', 'acl', 'case', 'obl', 'case', 'obl', 'punct', 'ROOT', 'det', 'obj', 'advmod', 'case', 'obl', 'case', 'nmod', 'None']	['None', 'det', 'ROOT', 'case', 'nmod', 'flat:name', 'flat:name', 'flat:name', 'amod', 'case', 'nmod', 'punct', 'appos', 'case', 'obl', 'iobj', 'aux:pass', 'acl:relcl', 'det', 'nsubj:pass', 'None']	0.9	19.0	0.1111	0.0	1.0	0.0	0.0	0.353	0.5	entretenimento	saúde	0	3.912189483642578	3.5349583625793457	3.609752655029297	3.754792213439941	4.081666469573975
Encontrar inspiração para o nome dos bebés nos filtros do Instagram é a nova moda nos Estados Unidos.	O que está a dar, agora, é escolher o nome dos filhos com base nos filtros do Instagram.	4.0	test	9683	9660	19584	0.75	ptpt-test	19	21	['Instagram', 'Estados Unidos']	['Instagram']	['Instagram', 'Estados', 'Unidos']	['Instagram']	['None', 'ROOT', 'obj', 'case', 'det', 'nmod', 'ROOT', 'obj', 'det', 'ROOT', 'nsubj', 'flat:name', 'cop', 'det', 'amod', 'ROOT', 'iobj', 'nsubj', 'flat:name', 'None']	['None', 'det', 'nsubj', 'aux', 'obl', 'advcl', 'punct', 'advmod', 'punct', 'cop', 'ROOT', 'det', 'obj', 'acl', 'obj', 'case', 'obl', 'det', 'ROOT', 'ROOT', 'flat:name', 'None']	0.9048	20.0	0.36	0.1724	0.33	0.0	0.0	0.438	0.632	entretenimento	entretenimento	1	3.952336072921753	4.146473407745361	3.332462787628174	3.6982946395874015	4.229259729385376
A comissão de ética da FIFA acusara Platini de ter recebido 1,8 milhões de euros em 2011 de Blatter.	A Comissão de Ética da FIFA decretou também uma multa de quase 50 mil euros para Blatter.	2.5	test	9684	9661	19585	0.375	ptpt-test	20	18	['FIFA', 'Platini', 'Blatter']	['Comissão', 'Ética', 'FIFA', 'Blatter']	['FIFA', 'Platini', 'Blatter']	['Comissão', 'Ética', 'FIFA', 'Blatter']	['None', 'det', 'nsubj', 'case', 'nmod', 'case', 'nmod', 'ROOT', 'obj', 'mark', 'aux', 'xcomp', 'nummod', 'obj', 'case', 'nmod', 'case', 'obl', 'case', 'nmod', 'None']	['None', 'det', 'nsubj', 'case', 'nmod', 'case', 'nmod', 'ROOT', 'advmod', 'det', 'obj', 'case', 'advmod', 'dep', 'nummod', 'nmod', 'case', 'nmod', 'None']	0.9	19.0	0.3333	0.1724	0.4	0.834	0.667	0.538	0.722	futebol_esporte	política	0	3.940252304077149	3.8070168495178223	3.452782154083252	3.688547611236572	4.377409934997559
Formados em 2011, os Jagwar Ma alicerçam-se num registo eletrónico e psicadélico.	Fundados em 2011, os Jagwar Ma lançaram Howlin dois anos depois.	2.25	test	9685	9662	19586	0.3125	ptpt-test	14	13	['Jagwar Ma']	['Jagwar Ma', 'Howlin']	['Jagwar', 'Ma']	['Jagwar', 'Ma', 'Howlin']	['None', 'dep', 'case', 'obl', 'punct', 'det', 'nsubj', 'flat:name', 'ROOT', 'advmod', 'obj', 'amod', 'cc', 'conj', 'None']	['None', 'dep', 'case', 'obl', 'punct', 'det', 'nsubj', 'flat:name', 'ROOT', 'obj', 'nummod', 'nmod:npmod', 'advmod', 'None']	0.9286	13.5	0.2778	0.2353	0.67	0.909	1.0	0.667	0.8	notícia_mundial	notícia_mundial	1	3.629987239837648	3.4641382694244385	2.9575891494750977	3.098031997680664	3.73500919342041
O FMI estima só mais duas décimas em 2017.	Trata-se de uma diferença de duas décimas a mais em 2017.	3.25	test	9686	9663	19587	0.5625	ptpt-test	10	12	['FMI']	[]	['FMI']	[]	['None', 'det', 'nsubj', 'ROOT', 'advmod', 'advmod', 'nummod', 'obj', 'case', 'obl', 'None']	['None', 'ROOT', 'case', 'det', 'nmod', 'case', 'nummod', 'nmod', 'case', 'advmod', 'case', 'nmod', 'None']	0.8333	11.0	0.3571	0.125	0.0	0.0	0.0	0.556	0.5	economia_mercado	0	0	3.4134297370910645	3.357536554336548	3.205127000808716	3.256239891052246	4.185642957687378
É possível jogar xadrez com um amigo, utilizando o serviço de Messenger.	Através de alguns códigos, pode jogar xadrez com os seus amigos.	2.75	test	9687	9664	19588	0.4375	ptpt-test	14	13	['Messenger']	[]	['Messenger']	[]	['None', 'cop', 'ROOT', 'csubj', 'obj', 'case', 'det', 'obl', 'punct', 'advcl', 'det', 'obj', 'case', 'nmod', 'None']	['None', 'advmod', 'case', 'det', 'obl', 'punct', 'aux', 'ROOT', 'obj', 'case', 'det', 'det', 'obl', 'None']	0.9286	13.5	0.2105	0.1053	0.0	0.0	0.0	0.5	0.64	produtos_tecnologia	0	0	4.29281759262085	4.176612138748169	3.614875078201294	3.7327263355255127	3.867053747177124
Foi executado na Geórgia, nesta quarta-feira, o mais idoso dos condenados à morte naquele estado norte-americano.	O prisioneiro passou a ser, desde esta quarta-feira, o mais idoso condenado à morte da Georgia.	4.0	test	9688	9665	19589	0.75	ptpt-test	19	19	['Geórgia']	['Georgia']	['Geórgia']	['Georgia']	['None', 'aux:pass', 'ROOT', 'nsubj', 'flat:name', 'punct', 'case', 'det', 'obl', 'punct', 'det', 'advmod', 'xcomp', 'advcl', 'det', 'flat:name', 'obj', 'case', 'det', 'nmod', 'amod', 'None']	['None', 'det', 'nsubj', 'aux', 'obl', 'cop', 'punct', 'case', 'det', 'obl', 'punct', 'det', 'advmod', 'ROOT', 'dep', 'case', 'obl', 'case', 'nmod', 'None']	1.0	19.0	0.24	0.1538	0.0	0.2	0.4	0.471	0.632	notícia_mundial	notícia_outras	0	4.597019672393799	4.361398458480835	4.32015872001648	4.560462236404419	4.094363212585449
O anúncio foi feito pelo gabinete do Presidente François Hollande.	François Hollande já elogoiu o trabalho desenvolvido pela até agora ministra da Justiça.	1.5	test	9689	9666	19590	0.125	ptpt-test	11	14	['Presidente François Hollande']	['François Hollande', 'Justiça']	['Presidente', 'François', 'Hollande']	['François', 'Hollande', 'Justiça']	['None', 'det', 'nsubj:pass', 'aux:pass', 'ROOT', 'case', 'obl', 'case', 'obl', 'flat:name', 'flat:name', 'None']	['None', 'nsubj', 'flat:name', 'advmod', 'ROOT', 'det', 'obj', 'acl', 'obj', 'case', 'advmod', 'obj', 'case', 'nmod', 'None']	0.7857	12.5	0.15	0.05	0.5	0.0	0.0	0.333	0.435	notícia_mundial	notícia_mundial	1	3.883352756500244	3.8245928287506095	2.939715623855591	3.466603279113769	3.6323530673980713
No cartaz, constam já Father John Misty e M83.	M83, recorde-se, foi o primeiro nome anunciado para o cartaz.	2.75	test	9690	9667	19591	0.4375	ptpt-test	11	13	['Father John Misty', 'M83']	['M83']	['Father', 'John', 'Misty', 'M83']	['M83']	['None', 'case', 'obl', 'punct', 'ROOT', 'advmod', 'obj', 'flat:name', 'flat:name', 'cc', 'conj', 'None']	['None', 'nsubj', 'punct', 'ROOT', 'punct', 'cop', 'det', 'amod', 'parataxis', 'acl', 'case', 'det', 'obl', 'None']	0.8462	12.0	0.0	0.0	0.25	0.0	0.0	0.267	0.364	entretenimento	entretenimento	1	3.4133076667785645	2.998635768890381	2.822984457015991	3.1663522720336914	3.9007935523986816
Sampaio da Nóvoa critica anterior governo e Marcelo Rebelo de Sousa.	Marcelo Rebelo de Sousa foi o primeiro candidato presidencial a visitar o hospital de S. José.	1.75	test	9691	9668	19592	0.1875	ptpt-test	12	17	['Sampaio', 'Nóvoa', 'Marcelo Rebelo', 'Sousa']	['Marcelo Rebelo', 'Sousa', 'S. José']	['Sampaio', 'Nóvoa', 'Marcelo', 'Rebelo', 'Sousa']	['Marcelo', 'Rebelo', 'Sousa', 'S.', 'José']	['None', 'nsubj', 'flat:name', 'flat:name', 'ROOT', 'amod', 'obj', 'cc', 'conj', 'flat:name', 'case', 'nmod', 'None']	['None', 'nsubj', 'flat:name', 'case', 'nmod', 'cop', 'det', 'amod', 'ROOT', 'amod', 'mark', 'acl', 'det', 'obj', 'case', 'nmod', 'flat:name', 'None']	0.7059	14.5	0.1905	0.1364	0.43	0.375	0.25	0.538	0.593	notícia_outras	notícia_mundial	0	3.509256362915039	3.127626895904541	2.9390623569488525	2.934576392173767	4.09932279586792
O Governo quer descer o IVA para os 13% apenas nos alimentos.	Posteriormente pode descer o IVA de outros produtos.	2.75	test	9692	9669	19593	0.4375	ptpt-test	14	9	['Governo', 'IVA']	['IVA']	['Governo', 'IVA']	['IVA']	['None', 'det', 'nsubj', 'ROOT', 'xcomp', 'det', 'obj', 'case', 'det', 'nummod', 'nmod', 'advmod', 'iobj', 'obj', 'None']	['None', 'advmod', 'aux', 'ROOT', 'det', 'obj', 'case', 'det', 'nmod', 'None']	0.6429	11.5	0.1875	0.125	0.5	0.0	0.0	0.545	0.667	economia_mercado	economia_mercado	1	3.340307712554932	3.1762044429779053	2.2911033630371094	2.279237031936645	3.629719734191896
Em 2016, está confirmado o regresso do FC Porto ao ciclismo, 31 anos depois.	O FC Porto vai regressar ao ciclismo em 2016.	4.0	test	9693	9670	19594	0.75	ptpt-test	17	10	['FC Porto']	['FC Porto']	['FC', 'Porto']	['FC', 'Porto']	['None', 'case', 'obl', 'punct', 'cop', 'ROOT', 'det', 'nsubj', 'case', 'nmod', 'flat:name', 'case', 'det', 'obl', 'punct', 'nummod', 'nmod:npmod', 'advmod', 'None']	['None', 'det', 'nsubj', 'flat:name', 'aux', 'ROOT', 'case', 'det', 'obl', 'case', 'obl', 'None']	0.5882	13.5	0.2778	0.05	1.0	0.533	0.6	0.462	0.667	futebol_esporte	futebol_esporte	1	4.62353777885437	4.650495767593384	4.459492444992065	4.453807353973389	4.59021520614624
O homem andava à pesca do robalo com um colega espanhol, numa embarcação de pequenas dimensões.	Andariam à pesca do robalo numa embarcação de pequenas dimensões.	4.0	test	9694	9671	19595	0.75	ptpt-test	18	11	[]	[]	[]	[]	['None', 'det', 'nsubj', 'ROOT', 'obj', 'obj', 'case', 'nmod', 'case', 'det', 'obl', 'amod', 'punct', 'amod', 'appos', 'case', 'amod', 'nmod', 'None']	['None', 'ROOT', 'obj', 'obj', 'case', 'nmod', 'amod', 'ROOT', 'case', 'amod', 'nmod', 'None']	0.6111	14.5	0.5294	0.4118	0.0	0.0	0.0	0.5	0.667	notícia_mundial	notícia_mundial	1	3.882964849472046	4.103001117706299	3.605475902557373	3.57568621635437	4.4882330894470215
Um outro ferido continua em observação no hospital de Elvas e outro já teve alta hospitalar.	Os três feridos ligeiros foram transportados pelos bombeiros para o hospital de Elvas.	2.5	test	9695	9672	19596	0.375	ptpt-test	17	14	['Elvas']	['Elvas']	['Elvas']	['Elvas']	['None', 'det', 'det', 'nsubj', 'ROOT', 'case', 'obl', 'case', 'nsubj', 'case', 'nmod', 'cc', 'conj', 'advmod', 'ROOT', 'obj', 'amod', 'None']	['None', 'det', 'nummod', 'nsubj:pass', 'amod', 'aux:pass', 'ROOT', 'nsubj:pass', 'amod', 'case', 'det', 'nmod', 'case', 'nmod', 'None']	0.8235	15.5	0.12	0.08	1.0	0.0	0.0	0.357	0.483	notícia_mundial	notícia_mundial	1	3.5683631896972656	3.3588991165161133	2.944969892501831	3.225250005722046	3.7215514183044434
Foram cinco vitórias da Lazio, três da Juventus e quatro empates.	Nas últimas 6 rodadas do italiano, a Lazio não foi derrotada, mas empatou três jogos.	2.25	test	9696	9673	19597	0.3125	ptpt-test	13	18	['Lazio', 'Juventus']	['Lazio']	['Lazio', 'Juventus']	['Lazio']	['None', 'cop', 'nummod', 'ROOT', 'case', 'nmod', 'punct', 'appos', 'case', 'nmod', 'cc', 'nummod', 'conj', 'None']	['None', 'nummod', 'amod', 'nummod', 'obl', 'case', 'nmod', 'punct', 'det', 'nsubj:pass', 'advmod', 'aux:pass', 'ROOT', 'punct', 'cc', 'conj', 'nummod', 'obj', 'None']	0.7222	15.5	0.0417	0.0	0.5	0.3	0.2	0.438	0.552	futebol_esporte	futebol_esporte	1	4.053537368774414	4.175928115844727	3.3825106620788574	3.6362192630767822	3.832505702972412
Sobre o momento da equipa, Rodolfo Reis apelida-o de muito negativo.	Na opinião de Rodolfo Reis, o brasileiro devia ter permanecido em campo.	2.0	test	9697	9674	19598	0.25	ptpt-test	13	14	['Rodolfo Reis']	['Rodolfo Reis']	['Rodolfo', 'Reis']	['Rodolfo', 'Reis']	['None', 'case', 'det', 'ROOT', 'compound', 'nmod', 'punct', 'appos', 'flat:name', 'flat:name', 'case', 'advmod', 'nmod', 'None']	['None', 'nsubj', 'flat:name', 'case', 'nmod', 'flat:name', 'punct', 'det', 'nsubj', 'aux', 'aux', 'ROOT', 'case', 'obl', 'None']	0.9286	13.5	0.15	0.0	1.0	0.167	0.167	0.5	0.64	futebol_esporte	0	0	2.4238247871398926	2.815759301185608	3.096414089202881	3.3074727058410645	3.7271809577941895
Milhões em todo o mundo comungam da ideia Star Wars.	A ideia de Star Wars é uma das constantes de How Star Wars Conquered the Universe.	2.25	test	9698	9675	19599	0.3125	ptpt-test	11	17	['Star Wars']	['Star Wars', 'How Star Wars Conquered', 'Universe']	['Star', 'Wars']	['Star', 'Wars', 'How', 'Star', 'Wars', 'Conquered', 'Universe']	['None', 'nsubj', 'case', 'det', 'det', 'nmod', 'ROOT', 'case', 'obl', 'ROOT', 'flat:name', 'None']	['None', 'det', 'nsubj', 'case', 'nmod', 'flat:name', 'cop', 'det', 'ROOT', 'amod', 'case', 'nmod', 'flat:name', 'flat:name', 'flat:name', 'flat:name', 'flat:name', 'None']	0.6471	14.0	0.15	0.0455	0.4	0.0	0.0	0.667	0.615	entretenimento	entretenimento	1	4.172272682189941	4.025774955749512	3.717394351959229	3.9823851585388175	3.8308181762695312
As escovas com cerdas duras podem enfraquecer o esmalte dos dentes.	Não é só quando vai dormir que se deve preocupar em escovar os dentes.	2.0	test	9699	9676	19600	0.25	ptpt-test	12	15	[]	[]	[]	[]	['None', 'det', 'nsubj', 'case', 'nmod', 'amod', 'aux', 'ROOT', 'det', 'obj', 'acl', 'obj', 'None']	['None', 'advmod', 'cop', 'advmod', 'advmod', 'aux', 'ROOT', 'mark', 'expl', 'aux', 'ccomp', 'mark', 'xcomp', 'det', 'obj', 'None']	0.8	13.5	0.0417	0.0	0.0	0.25	0.25	0.267	0.32	ciencia	0	0	3.338014602661133	3.549794435501098	2.362849354743957	2.668737053871155	4.218358516693115
As dívidas a 14 credores ascendem a 26 milhões de euros.	O Estado também é credor, em mais de 450 mil euros.	2.0	test	9700	9677	19601	0.25	ptpt-test	12	13	[]	['Estado']	[]	['Estado']	['None', 'det', 'nsubj', 'case', 'nummod', 'nmod', 'ROOT', 'case', 'nummod', 'obl', 'case', 'nmod', 'None']	['None', 'det', 'nsubj', 'advmod', 'cop', 'ROOT', 'punct', 'case', 'advmod', 'case', 'dep', 'nummod', 'obl', 'None']	0.9231	12.5	0.1053	0.0	0.0	0.619	0.571	0.545	0.609	notícia_mundial	notícia_mundial	1	2.7646749019622803	2.763071298599243	2.5406651496887207	3.1612119674682617	3.483168601989746
Há 800 lugares para formadores no Instituto de Emprego e Formação Profissional.	Os professores vão sendo chamados pelo Instituto de Emprego e Formação Profissional ao longo dos próximos dois anos.	1.75	test	9701	9678	19602	0.1875	ptpt-test	13	19	['Instituto', 'Emprego', 'Formação Profissional']	['Instituto', 'Emprego', 'Formação Profissional']	['Instituto', 'Emprego', 'Formação', 'Profissional']	['Instituto', 'Emprego', 'Formação', 'Profissional']	['None', 'ROOT', 'nummod', 'obj', 'case', 'nmod', 'ROOT', 'flat:name', 'case', 'nmod', 'cc', 'conj', 'flat:name', 'None']	['None', 'det', 'nsubj:pass', 'aux', 'aux:pass', 'ROOT', 'case', 'obl', 'case', 'nmod', 'cc', 'conj', 'flat:name', 'case', 'det', 'amod', 'obl', 'amod', 'nummod', 'obl', 'None']	0.6842	16.0	0.25	0.2174	1.0	0.0	0.0	0.5	0.516	notícia_mundial	notícia_mundial	1	3.239009618759156	2.8447635173797607	2.799487590789795	2.807149291038513	3.627445697784424
Tudo indica que Assunção Cristas será a próxima líder do CDS.	Paulo Portas e Assunção Cristas estiveram hoje numa cerimónia na Batalha.	1.5	test	9702	9679	19603	0.125	ptpt-test	12	12	['Assunção Cristas', 'CDS']	['Paulo Portas', 'Assunção Cristas', 'Batalha']	['Assunção', 'Cristas', 'CDS']	['Paulo', 'Portas', 'Assunção', 'Cristas', 'Batalha']	['None', 'nsubj', 'ROOT', 'mark', 'nsubj', 'flat:name', 'cop', 'det', 'amod', 'ccomp', 'case', 'nmod', 'None']	['None', 'nsubj', 'flat:name', 'cc', 'conj', 'flat:name', 'cop', 'advmod', 'ROOT', 'amod', 'ROOT', 'flat:name', 'None']	1.0	12.0	0.1	0.0526	0.33	0.0	0.0	0.385	0.455	entretenimento	entretenimento	1	2.0477932691574097	2.25916063785553	1.8416377305984497	1.9254684448242188	3.5948078632354736
A polícia anunciou ainda que três pessoas ficaram feridas, uma delas em estado grave.	Três pessoas ficaram feridas, sendo que uma delas apresentava ferimentos graves.	4.25	test	9703	9680	19604	0.8125	ptpt-test	16	13	[]	[]	[]	[]	['None', 'det', 'nsubj', 'ROOT', 'advmod', 'mark', 'nummod', 'nsubj', 'ccomp', 'dep', 'punct', 'xcomp', 'case', 'nmod', 'case', 'nmod', 'amod', 'None']	['None', 'nummod', 'nsubj', 'ROOT', 'dep', 'punct', 'advcl', 'mark', 'nsubj', 'case', 'obl', 'ccomp', 'obj', 'amod', 'None']	0.8125	14.5	0.3889	0.2105	0.0	0.167	0.333	0.562	0.69	notícia_outras	notícia_outras	1	4.581650972366333	4.525428533554077	3.9240236282348633	4.106752157211304	4.273288249969482
O Presidente da República recebe esta quarta-feira, 11 de Novembro, o presidente da Assembleia da República, Ferro Rodrigues.	O Presidente da República recebe Pedro Passos Coelho às 16h30, um dia antes da habitual reunião semanal.	2.0	test	9704	9681	19605	0.25	ptpt-test	22	19	['Presidente', 'República', 'Novembro', 'Assembleia', 'República', 'Ferro Rodrigues']	['Presidente', 'República', 'Pedro Passos Coelho']	['Presidente', 'República', 'Novembro', 'Assembleia', 'República', 'Ferro', 'Rodrigues']	['Presidente', 'República', 'Pedro', 'Passos', 'Coelho']	['None', 'det', 'nsubj', 'amod', 'flat:name', 'ROOT', 'det', 'obj', 'punct', 'appos', 'case', 'nmod:tmod', 'punct', 'det', 'obj', 'case', 'nmod', 'flat:name', 'flat:name', 'punct', 'appos', 'flat:name', 'None']	['None', 'det', 'nsubj', 'amod', 'flat:name', 'ROOT', 'obj', 'flat:name', 'flat:name', 'case', 'det', 'obl', 'punct', 'nummod', 'obj', 'advmod', 'obl', 'amod', 'nmod:npmod', 'amod', 'None']	0.8636	20.5	0.2	0.1481	0.33	0.814	0.857	0.533	0.6	entretenimento	notícia_mundial	0	3.754434585571289	3.3302621841430664	2.8080729246139526	2.891347527503968	4.03107500076294
Kelly Slater, 11 vezes campeão mundial salvou uma mãe e um bebé de morrerem afogados em Waimea, no Havai.	Kelly Slater salvou uma mãe e um bebé de morrerem afogados em Waimea Bay, no Havai.	4.25	test	9705	9682	19606	0.8125	ptpt-test	22	18	['Kelly Slater', 'Waimea', 'Havai']	['Kelly Slater', 'Waimea Bay', 'Havai']	['Kelly', 'Slater', 'Waimea', 'Havai']	['Kelly', 'Slater', 'Waimea', 'Bay', 'Havai']	['None', 'nsubj', 'flat:name', 'punct', 'nummod', 'appos', 'amod', 'amod', 'ROOT', 'det', 'obj', 'cc', 'det', 'conj', 'mark', 'acl', 'obj', 'case', 'obl', 'punct', 'case', 'nmod', 'None']	['None', 'nsubj', 'flat:name', 'ROOT', 'det', 'obj', 'cc', 'det', 'conj', 'mark', 'acl', 'obj', 'case', 'obl', 'flat:name', 'punct', 'case', 'nmod', 'None']	0.8182	20.0	0.5909	0.4348	0.8	0.778	1.0	0.812	0.842	futebol_esporte	notícia_mundial	0	4.734297037124634	4.598657608032227	4.198150157928467	4.27916145324707	4.627087593078613
